"filename", "language", "JSON", "JavaScript", "Vue", "pip requirements", "Python", "Markdown", "HTML", "XML", "CSS", "comment", "blank", "total"
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\components\icons\IconTooling.vue", "Vue", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\http\axios.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 2, 4, 36
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\http\config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 7, 1, 19
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\http\index.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\main.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\router\index.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\src\router\routes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\enjoyFood\vite.config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 16, 4, 31
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\package-lock.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\Vue\Vue\vue.global.js", "JavaScript", 0, 13860, 0, 0, 0, 0, 0, 0, 0, 1949, 121, 15930
"e:\StudyingFile\Computer\Database\Vue\DBMS-EnjoyFood-BUAA2022-EnjoyFood_task2\requirements.txt", "pip requirements", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\Design Documents\InfomationPage.md", "Markdown", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 15
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\Design Documents\属性总结.md", "Markdown", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 20, 86
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\README.md", "Markdown", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 12, 30
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\index.html", "HTML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\package-lock.json", "JSON", 2408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2409
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\package.json", "JSON", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\public\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\App.vue", "Vue", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 7, 63
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\assets\base.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 59, 2, 14, 75
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\assets\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\assets\main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 7, 36
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\ChoosePage.vue", "Vue", 0, 0, 186, 0, 0, 0, 0, 0, 0, 19, 24, 229
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\ChoosePage\ChooseView.vue", "Vue", 0, 0, 161, 0, 0, 0, 0, 0, 0, 9, 8, 178
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\ChoosePage\ChosenView.vue", "Vue", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 6, 76
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\ChoosePage\FoodView.vue", "Vue", 0, 0, 100, 0, 0, 0, 0, 0, 0, 9, 6, 115
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\ChoosePage\SportView.vue", "Vue", 0, 0, 89, 0, 0, 0, 0, 0, 0, 1, 5, 95
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\Header.vue", "Vue", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 3, 108
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\InfomationPage.vue", "Vue", 0, 0, 506, 0, 0, 0, 0, 0, 0, 2, 20, 528
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\InforPage\Personal.vue", "Vue", 0, 0, 117, 0, 0, 0, 0, 0, 0, 5, 6, 128
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\LoginPage.vue", "Vue", 0, 0, 204, 0, 0, 0, 0, 0, 0, 4, 11, 219
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\MainPage.vue", "Vue", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 6, 89
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\MainPage\Chart.vue", "Vue", 0, 0, 176, 0, 0, 0, 0, 0, 0, 3, 9, 188
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\MainPage\Graph.vue", "Vue", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 6, 20
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\MainPage\HistoryPlans.vue", "Vue", 0, 0, 161, 0, 0, 0, 0, 0, 0, 1, 4, 166
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\MainPage\RecommendCard.vue", "Vue", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 7, 98
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\MainPage\StatusCard.vue", "Vue", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 8, 18
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\PlanPage.vue", "Vue", 0, 0, 145, 0, 0, 0, 0, 0, 0, 1, 9, 155
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\PlanPage\Comments.vue", "Vue", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 3, 165
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\SignupPage.vue", "Vue", 0, 0, 169, 0, 0, 0, 0, 0, 0, 1, 12, 182
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\icons\IconCommunity.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\icons\IconDocumentation.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\icons\IconEcosystem.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\icons\IconSupport.vue", "Vue", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\components\icons\IconTooling.vue", "Vue", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\https\axios.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\https\config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 7, 1, 19
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\https\index.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\main.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\router\index.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\store\index.js", "JavaScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 12, 2, 88
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\src\views\HomeView.vue", "Vue", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 5, 19
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\vite.config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 16, 4, 31
"e:\StudyingFile\Computer\Database\Vue\enjoyFood\vue.config.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 9, 0, 25
"e:\StudyingFile\Computer\Database\Vue\package-lock.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\StudyingFile\Computer\Database\Vue\vue.global.js", "JavaScript", 0, 13860, 0, 0, 0, 0, 0, 0, 0, 1949, 121, 15930
"Total", "-", 4359, 27979, 3410, 14, 2615, 182, 1526, 47, 176, 4347, 1765, 46420
